"collectionunitid","analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
4536,80381,"event",NA,987,350
4536,80381,"bounds",NA,1012,350
4536,80385,"event",NA,747,697
4536,80385,"bounds",NA,752,682
4539,80389,"event",NA,12402,1
4539,80389,"bounds",NA,11562,1
4541,80393,"event",NA,17507,12472
4541,80393,"bounds",NA,18777,11442
4541,80394,"event",NA,17507,12472
4541,80394,"bounds",NA,18777,11442
4541,80395,"event",NA,17507,12472
4541,80395,"bounds",NA,18777,11442
4541,80397,"event",NA,17507,12472
4541,80397,"bounds",NA,18777,11442
4541,80398,"event",NA,17507,12472
4541,80398,"bounds",NA,18777,11442
4541,80399,"event",NA,17507,12472
4541,80399,"bounds",NA,18777,11442
4541,80400,"event",NA,17507,12472
4541,80400,"bounds",NA,18777,11442
4541,80401,"event",NA,17507,12472
4541,80401,"bounds",NA,18777,11442
4541,80403,"event",NA,17507,12472
4541,80403,"bounds",NA,18777,11442
4541,80404,"event",NA,17507,12472
4541,80404,"bounds",NA,18777,11442
4541,80405,"event",NA,17507,12472
4541,80405,"bounds",NA,18777,11442
4541,80407,"event",NA,17507,12472
4541,80407,"bounds",NA,18777,11442
4542,80408,"event",NA,3402,1962
4542,80408,"bounds",NA,4622,732
4542,80409,"event",NA,26000,21042
4542,80409,"bounds",NA,26000,22672
4542,80410,"event",NA,26000,21042
4542,80410,"bounds",NA,26000,22672
4542,80411,"event",NA,26000,21042
4542,80411,"bounds",NA,26000,22672
4542,80416,"event",NA,19072,3997
4542,80416,"bounds",NA,17412,4217
4542,80417,"event",NA,19072,3997
4542,80417,"bounds",NA,17412,4217
4542,96109,"event",NA,26000,21042
4542,96109,"bounds",NA,26000,22672
4542,96110,"event",NA,19072,3997
4542,96110,"bounds",NA,17412,4217
4542,96111,"event",NA,26000,21042
4542,96111,"bounds",NA,26000,22672
4553,80437,"event",14052,14327,13867
4553,80437,"bounds",NA,14812,13492
4553,80439,"event",2752,2837,2672
4553,80439,"bounds",NA,3012,2497
4553,80440,"event",NA,6992,1352
4553,80440,"bounds",NA,6447,1127
4570,80458,"event",NA,4562,57
4570,80458,"bounds",NA,4517,0
4570,80460,"event",NA,3837,322
4570,80460,"bounds",NA,3797,522
4570,80463,"event",NA,3837,57
4570,80463,"bounds",NA,3797,0
4592,80487,"event",NA,12297,10292
4592,80487,"bounds",NA,19434,6864
4592,80489,"event",NA,8487,0
4592,80489,"bounds",NA,6877,0
4593,80491,"event",NA,10767,442
4593,80491,"bounds",NA,15842,-63
4593,80492,"event",NA,10767,442
4593,80492,"bounds",NA,15842,-63
4600,80505,"event",NA,12017,0
4600,80505,"event",NA,11522,0
4600,80506,"event",NA,12017,0
4600,80506,"event",NA,11522,0
4600,80507,"event",NA,12017,500
4600,80507,"event",NA,11522,500
4605,80517,"event",NA,5902,0
4605,80517,"bounds",NA,3752,0
4605,80519,"event",NA,9852,8387
4605,80519,"bounds",NA,9612,3752
4605,80520,"event",NA,9852,8387
4605,80520,"bounds",NA,9612,3752
4605,80521,"event",NA,9852,5902
4605,80521,"bounds",NA,9612,3752
4605,80522,"event",NA,9852,5902
4605,80522,"bounds",NA,9612,3752
4606,80523,"event",NA,12907,5000
4606,80523,"bounds",NA,10282,5000
4606,80524,"event",NA,12907,11700
4606,80524,"bounds",NA,18012,11700
4606,80525,"event",NA,12907,11700
4606,80525,"bounds",NA,18012,11700
4607,80528,"event",NA,2417,1607
4607,80528,"bounds",NA,2742,1337
4607,80530,"event",NA,4212,2137
4607,80530,"bounds",NA,4292,1817
4607,80532,"event",NA,5487,4087
4607,80532,"bounds",NA,4972,3997
4607,80533,"event",NA,6122,4087
4607,80533,"bounds",NA,6637,3997
4607,80534,"event",NA,5487,4212
4607,80534,"bounds",NA,4972,4292
4607,80535,"event",NA,6122,4212
4607,80535,"bounds",NA,6637,4292
4607,80537,"event",NA,7362,5487
4607,80537,"bounds",NA,7582,4972
4607,80538,"event",NA,9377,5487
4607,80538,"bounds",NA,9697,4972
4607,80542,"event",NA,10517,8142
4607,80542,"bounds",NA,10967,7517
4607,80544,"event",NA,10517,1607
4607,80544,"bounds",NA,10967,1337
4673,80628,"event",NA,1702,1097
4673,80628,"bounds",NA,1717,1082
4677,80634,"event",NA,5817,1227
4677,80634,"bounds",NA,6127,892
4691,92066,"event",NA,5642,2292
4691,92066,"bounds",NA,5462,1752
4718,80691,"event",NA,48352,12912
4718,80691,"bounds",NA,53862,11292
4718,80692,"event",NA,48352,12912
4718,80692,"bounds",NA,53862,11292
4718,80693,"event",NA,48352,12912
4718,80693,"bounds",NA,53862,11292
4718,80696,"event",NA,48352,12912
4718,80696,"bounds",NA,53862,11292
4718,80697,"event",NA,48352,12912
4718,80697,"bounds",NA,53862,11292
4718,80698,"event",NA,48352,12912
4718,80698,"bounds",NA,53862,11292
4718,80700,"event",NA,48352,12912
4718,80700,"bounds",NA,53862,11292
4839,80901,"event",NA,2257,1377
4839,80901,"bounds",NA,3097,612
4840,80902,"event",1832,1952,1727
4840,80902,"bounds",NA,2197,1482
4840,80903,"event",1832,1952,1727
4840,80903,"bounds",NA,2197,1482
4840,80905,"event",1832,1952,1727
4840,80905,"bounds",NA,2197,1482
4845,80914,"event",NA,6502,3292
4845,80914,"bounds",NA,6112,3442
4845,80916,"event",NA,9077,6857
4845,80916,"bounds",NA,8842,7182
4871,80943,"event",NA,1802,1447
4871,80943,"bounds",NA,2017,1252
4871,80944,"event",NA,1802,1447
4871,80944,"bounds",NA,2017,1252
4871,80945,"event",NA,1802,1447
4871,80945,"bounds",NA,2017,1252
4889,80966,"event",NA,8067,397
4889,80966,"bounds",NA,8122,347
4913,80994,"event",322,367,277
4913,80994,"bounds",NA,467,192
4913,80995,"event",322,367,277
4913,80995,"bounds",NA,467,192
4913,80996,"event",322,367,277
4913,80996,"bounds",NA,467,192
4913,80997,"event",322,367,277
4913,80997,"bounds",NA,467,192
4913,80998,"event",322,367,277
4913,80998,"bounds",NA,467,192
4913,80999,"event",322,367,277
4913,80999,"bounds",NA,467,192
4913,81000,"event",322,367,277
4913,81000,"bounds",NA,467,192
4913,81001,"event",322,367,277
4913,81001,"bounds",NA,467,192
4914,81003,"event",NA,597,432
4914,81003,"bounds",NA,597,432
4954,81049,"event",NA,1787,947
4954,81049,"bounds",NA,1822,907
5046,81165,"event",NA,21000,15197
5046,81165,"bounds",NA,21000,19612
5046,81166,"event",NA,2807,0
5046,81166,"bounds",NA,847,0
5190,81328,"event",NA,6500,4407
5190,81328,"bounds",NA,6500,5932
5206,81351,"event",NA,9502,1092
5206,81351,"bounds",NA,9362,1207
5206,81353,"event",NA,9697,937
5206,81353,"bounds",NA,9867,812
5212,81362,"event",NA,1362,0
5212,81362,"bounds",NA,1187,0
5212,81364,"event",NA,9552,9057
5212,81364,"bounds",NA,9572,9062
5212,81367,"event",NA,8842,4062
5212,81367,"bounds",NA,8907,3562
5212,81369,"event",NA,4772,1362
5212,81369,"bounds",NA,5307,1187
5212,81371,"event",NA,9552,1362
5212,81371,"bounds",NA,9572,1187
5212,81372,"event",NA,9552,1362
5212,81372,"bounds",NA,9572,1187
5226,81390,"event",NA,24832,6812
5226,81390,"bounds",NA,28002,4257
5226,81391,"event",NA,24832,6812
5226,81391,"bounds",NA,28002,4257
5226,81392,"event",NA,6812,0
5226,81392,"bounds",NA,4257,0
5226,81393,"event",NA,6812,0
5226,81393,"bounds",NA,4257,0
5226,81394,"event",8472,10167,6812
5226,81394,"bounds",NA,13132,4257
5226,81396,"event",8472,10167,6812
5226,81396,"bounds",NA,13132,4257
5226,81397,"event",8472,10167,6812
5226,81397,"bounds",NA,13132,4257
5226,81398,"event",8472,10167,6812
5226,81398,"bounds",NA,13132,4257
5226,81402,"event",NA,24832,7907
5226,81402,"bounds",NA,28002,5192
5239,81416,"event",NA,2132,0
5239,81416,"bounds",NA,2112,0
5239,81417,"event",NA,2132,0
5239,81417,"bounds",NA,2112,0
5239,81418,"event",NA,2262,0
5239,81418,"bounds",NA,2282,0
5239,81420,"event",NA,2262,2132
5239,81420,"bounds",NA,2282,2112
5239,81421,"event",NA,2262,2132
5239,81421,"bounds",NA,2282,2112
5239,81422,"event",NA,2262,2132
5239,81422,"bounds",NA,2282,2112
5239,81423,"event",NA,2262,2132
5239,81423,"bounds",NA,2282,2112
5313,81507,"event",NA,632,92
5313,81507,"bounds",NA,967,-75
5313,81508,"event",NA,632,92
5313,81508,"bounds",NA,967,-75
5313,81509,"event",NA,632,92
5313,81509,"bounds",NA,967,-75
5313,81510,"event",NA,632,92
5313,81510,"bounds",NA,967,-75
5313,81512,"event",NA,632,92
5313,81512,"bounds",NA,967,-75
5314,81515,"event",NA,5932,5777
5314,81515,"bounds",NA,6937,4292
5314,81516,"event",NA,5932,5777
5314,81516,"bounds",NA,6937,4292
5314,81518,"event",NA,6912,5932
5314,81518,"bounds",NA,7907,5412
5314,81521,"event",NA,7362,6837
5314,81521,"bounds",NA,8422,5957
5314,81525,"event",NA,9252,8192
5314,81525,"bounds",NA,9927,7577
5314,81529,"event",NA,9117,8872
5314,81529,"bounds",NA,9722,8492
5314,81533,"event",NA,10327,9512
5314,81533,"bounds",NA,10207,9607
5314,81534,"event",NA,10327,9512
5314,81534,"bounds",NA,10207,9607
5314,81536,"event",NA,12662,10522
5314,81536,"bounds",NA,12267,10647
5314,81538,"event",NA,4707,1757
5314,81538,"bounds",NA,4557,1182
5334,81565,"event",11182,11487,10827
5334,81565,"bounds",NA,12107,10172
5334,81566,"event",11182,11487,10827
5334,81566,"bounds",NA,12107,10172
5334,81567,"event",11182,11487,10827
5334,81567,"bounds",NA,12107,10172
5334,81568,"event",11182,11487,10827
5334,81568,"bounds",NA,12107,10172
5334,81569,"event",11182,11487,10827
5334,81569,"bounds",NA,12107,10172
44557,81609,"event",NA,2802,77
44557,81609,"bounds",NA,3317,-8
44557,81610,"event",NA,2802,77
44557,81610,"bounds",NA,3317,-8
44557,81611,"event",NA,2802,77
44557,81611,"bounds",NA,3317,-8
44557,81612,"event",NA,2802,77
44557,81612,"bounds",NA,3317,-8
44557,81613,"event",NA,2802,77
44557,81613,"bounds",NA,3317,-8
44557,81614,"event",NA,2802,77
44557,81614,"bounds",NA,3317,-8
44557,81615,"event",NA,2802,77
44557,81615,"bounds",NA,3317,-8
44557,81616,"event",NA,2802,77
44557,81616,"bounds",NA,3317,-8
5389,81653,"event",NA,5112,0
5389,81653,"bounds",NA,4242,0
5472,81761,"event",NA,8672,1357
5472,81761,"bounds",NA,6577,1697
5495,81793,"event",NA,307,0
5495,81793,"bounds",NA,227,0
5495,81795,"event",NA,1002,307
5495,81795,"bounds",NA,892,227
5495,81797,"event",NA,2922,1197
5495,81797,"bounds",NA,2502,1302
5499,81806,"event",NA,11700,7187
5499,81806,"bounds",NA,11700,7662
5499,81815,"event",NA,6362,4917
5499,81815,"bounds",NA,5897,5182
5499,81818,"event",NA,4962,4642
5499,81818,"bounds",NA,5637,4192
5499,81820,"event",NA,4382,3362
5499,81820,"bounds",NA,4192,3112
5547,81871,"event",NA,4437,3522
5547,81871,"bounds",NA,4282,3477
5547,81872,"event",NA,4832,4437
5547,81872,"bounds",NA,5177,4282
5547,81873,"event",NA,5797,5787
5547,81873,"bounds",NA,6937,5617
5547,81875,"event",NA,8000,6357
5547,81875,"bounds",NA,8000,6937
5547,81876,"event",2277,2667,1887
5547,81876,"bounds",NA,3282,1267
5547,81877,"event",2277,2667,1887
5547,81877,"bounds",NA,3282,1267
5547,81878,"event",2277,2667,1887
5547,81878,"bounds",NA,3282,1267
5547,81879,"event",NA,3257,2667
5547,81879,"bounds",NA,3507,1267
5547,81881,"event",NA,777,622
5547,81881,"bounds",NA,1322,522
5547,81883,"event",NA,3612,3162
5547,81883,"bounds",NA,3662,2757
5547,81886,"event",NA,5797,4832
5547,81886,"bounds",NA,5682,5177
5547,81888,"event",NA,1887,1052
5547,81888,"bounds",NA,3282,507
5547,81889,"event",NA,6047,5787
5547,81889,"bounds",NA,6247,5617
5547,81890,"event",NA,6047,5787
5547,81890,"bounds",NA,6247,5617
5547,81891,"event",NA,6047,5787
5547,81891,"bounds",NA,6247,5617
5547,81892,"event",NA,6047,5787
5547,81892,"bounds",NA,6247,5617
5547,81893,"event",NA,8000,6357
5547,81893,"bounds",NA,8000,6937
5547,81894,"event",NA,8000,6357
5547,81894,"bounds",NA,8000,6937
5547,81895,"event",NA,8000,6357
5547,81895,"bounds",NA,8000,6937
5547,81896,"event",NA,8000,6357
5547,81896,"bounds",NA,8000,6937
5547,81897,"event",NA,8000,6357
5547,81897,"bounds",NA,8000,6937
5547,81898,"event",NA,3527,3257
5547,81898,"bounds",NA,3932,3157
5586,81946,"event",NA,7907,4212
5586,81946,"bounds",NA,7392,2902
5586,81947,"event",NA,4212,1722
5586,81947,"bounds",NA,2902,1387
5590,81953,"event",NA,1407,0
5590,81953,"bounds",NA,1307,0
5590,81955,"event",NA,2822,1577
5590,81955,"bounds",NA,2667,1697
5590,81957,"event",NA,3977,3047
5590,81957,"bounds",NA,3847,3207
5590,81959,"event",NA,5032,4177
5590,81959,"bounds",NA,4952,4307
5590,81961,"event",NA,5787,1407
5590,81961,"bounds",NA,5832,1307
5590,81962,"event",NA,5787,1407
5590,81962,"bounds",NA,5832,1307
5590,81963,"event",NA,5787,1407
5590,81963,"bounds",NA,5832,1307
5590,81964,"event",NA,5787,1407
5590,81964,"bounds",NA,5832,1307
5590,81965,"event",NA,5787,1407
5590,81965,"bounds",NA,5832,1307
5590,81966,"event",NA,5787,1407
5590,81966,"bounds",NA,5832,1307
5594,81976,"event",NA,2797,2457
5594,81976,"bounds",NA,2852,797
5594,81978,"event",NA,2457,1042
5594,81978,"bounds",NA,3242,372
5594,81980,"event",NA,1042,607
5594,81980,"bounds",NA,2582,112
5601,82003,"event",NA,13612,11700
5601,82003,"bounds",NA,13512,11700
5602,82007,"event",NA,27282,1317
5602,82007,"bounds",NA,27847,1127
5602,82008,"event",NA,27282,1317
5602,82008,"bounds",NA,27847,1127
5602,82009,"event",NA,27282,1317
5602,82009,"bounds",NA,27847,1127
5602,91831,"event",NA,27282,22657
5602,91831,"bounds",NA,27847,25722
5606,82034,"event",NA,547,0
5606,82034,"bounds",NA,367,0
5606,82035,"event",NA,6000,2252
5606,82035,"bounds",NA,6000,2572
5606,82036,"event",NA,6000,2252
5606,82036,"bounds",NA,6000,2572
5606,82037,"event",NA,6000,2252
5606,82037,"bounds",NA,6000,2572
5606,82040,"event",NA,1912,717
5606,82040,"bounds",NA,1587,897
5606,82042,"event",NA,6000,2252
5606,82042,"bounds",NA,6000,2572
5610,82046,"event",NA,6827,0
5610,82046,"bounds",NA,4382,0
5611,82050,"event",NA,8662,3697
5611,82050,"bounds",NA,8112,4307
5614,82058,"event",NA,4302,0
5614,82058,"bounds",NA,3587,0
5615,82061,"event",NA,14152,13342
5615,82061,"bounds",NA,14872,12667
5622,82087,"event",NA,14787,13067
5622,82087,"bounds",NA,15037,12872
5623,82094,"event",NA,10652,0
5623,82094,"bounds",NA,9787,0
5623,82095,"event",NA,10652,0
5623,82095,"bounds",NA,9787,0
5623,85044,"event",NA,10652,0
5623,85044,"bounds",NA,9787,0
5623,85045,"event",NA,25177,11442
5623,85045,"bounds",NA,24122,12312
5628,82107,"event",NA,11717,8357
5628,82107,"bounds",NA,12132,7922
5628,82108,"event",NA,2227,0
5628,82108,"bounds",NA,957,0
5628,91841,"event",NA,21000,13127
5628,91841,"bounds",NA,21000,13252
5628,91842,"event",NA,21000,13127
5628,91842,"bounds",NA,21000,13252
5700,82196,"event",NA,1692,1442
5700,82196,"bounds",NA,2297,927
5708,82206,"event",NA,9777,657
5708,82206,"bounds",NA,10147,87
5708,82208,"event",NA,932,657
5708,82208,"bounds",NA,612,87
5708,82209,"event",NA,1352,932
5708,82209,"bounds",NA,1732,612
5708,82210,"event",NA,1352,932
5708,82210,"bounds",NA,1732,612
5708,82214,"event",NA,11700,9777
5708,82214,"bounds",NA,11700,10147
5711,82221,"event",NA,11700,8617
5711,82221,"bounds",NA,11700,8917
5711,82223,"event",NA,5907,5067
5711,82223,"bounds",NA,6317,4477
5711,82224,"event",NA,5627,5547
5711,82224,"bounds",NA,6227,5132
5711,82225,"event",NA,5627,5547
5711,82225,"bounds",NA,6227,5132
5711,82228,"event",NA,5252,3637
5711,82228,"bounds",NA,5617,3212
5711,82230,"event",NA,4037,3507
5711,82230,"bounds",NA,4462,3362
5711,82231,"event",NA,4037,3507
5711,82231,"bounds",NA,4462,3362
5711,82233,"event",NA,4037,3507
5711,82233,"bounds",NA,4462,3362
5711,82234,"event",NA,4037,3507
5711,82234,"bounds",NA,4462,3362
5711,82236,"event",NA,8297,8042
5711,82236,"bounds",NA,8917,7512
5711,82239,"event",NA,7827,6792
5711,82239,"bounds",NA,8487,5992
5711,82240,"event",NA,7827,6792
5711,82240,"bounds",NA,8487,5992
5711,82242,"event",NA,6792,5907
5711,82242,"bounds",NA,8357,5132
5722,82275,"event",NA,4797,4702
5722,82275,"bounds",NA,4832,4667
5722,82276,"event",NA,4797,4702
5722,82276,"bounds",NA,4832,4667
5722,82277,"event",NA,4797,4702
5722,82277,"bounds",NA,4832,4667
5722,82278,"event",NA,4797,4702
5722,82278,"bounds",NA,4832,4667
5722,82280,"event",NA,4417,0
5722,82280,"bounds",NA,4462,0
5722,82281,"event",NA,4417,0
5722,82281,"bounds",NA,4462,0
5747,82313,"event",NA,38027,31892
5747,82313,"bounds",NA,38667,31587
5756,82336,"event",NA,1527,0
5756,82336,"bounds",NA,1277,0
5756,82337,"event",NA,1527,0
5756,82337,"bounds",NA,1277,0
5756,82338,"event",NA,3982,1767
5756,82338,"bounds",NA,3367,2017
5756,82340,"event",NA,9000,4577
5756,82340,"bounds",NA,9000,5197
5756,82341,"event",NA,9000,4577
5756,82341,"bounds",NA,9000,5197
5756,82342,"event",NA,9000,4577
5756,82342,"bounds",NA,9000,5197
5756,91851,"event",NA,9000,4577
5756,91851,"bounds",NA,9000,5197
5757,82343,"event",NA,8327,7122
5757,82343,"bounds",NA,7922,7432
5757,82344,"event",NA,8327,7122
5757,82344,"bounds",NA,7922,7432
5757,91853,"event",NA,8327,7122
5757,91853,"bounds",NA,7922,7432
5768,82365,"event",NA,1457,1367
5768,82365,"bounds",NA,1452,1377
5768,82368,"event",NA,1457,1367
5768,82368,"bounds",NA,1452,1377
5768,82369,"event",NA,6000,1562
5768,82369,"bounds",NA,6000,1552
5786,82400,"event",NA,442,0
5786,82400,"bounds",NA,247,0
5786,82401,"event",NA,442,0
5786,82401,"bounds",NA,247,0
5795,82418,"event",NA,312,0
5795,82418,"bounds",NA,287,0
5814,82449,"event",11892,12247,11522
5814,82449,"bounds",NA,12862,10872
5814,82450,"event",NA,12592,2092
5814,82450,"bounds",NA,12862,237
5814,82455,"event",NA,10587,4742
5814,82455,"bounds",NA,13557,4092
5814,82456,"event",NA,10587,4742
5814,82456,"bounds",NA,13557,4092
5828,82477,"event",NA,3947,307
5828,82477,"bounds",NA,4587,277
5828,82482,"event",NA,3147,2552
5828,82482,"bounds",NA,4587,1562
5828,82484,"event",NA,767,307
5828,82484,"bounds",NA,542,277
5828,82485,"event",NA,767,307
5828,82485,"bounds",NA,542,277
5828,82487,"event",NA,3947,987
5828,82487,"bounds",NA,4587,1212
5829,82488,"event",NA,1937,672
5829,82488,"bounds",NA,2542,657
5829,82492,"event",NA,1177,1022
5829,82492,"bounds",NA,1347,747
5829,82493,"event",NA,1177,852
5829,82493,"bounds",NA,1102,747
5829,82495,"event",NA,1277,1042
5829,82495,"bounds",NA,1347,962
5829,82497,"event",NA,1312,1042
5829,82497,"bounds",NA,1602,962
5829,82499,"event",NA,1937,1337
5829,82499,"bounds",NA,2542,1277
5829,82500,"event",NA,1937,962
5829,82500,"bounds",NA,2542,672
5939,82653,"event",NA,11700,6962
5939,82653,"bounds",NA,11700,8307
5939,82654,"event",NA,11700,6962
5939,82654,"bounds",NA,11700,8307
5939,82657,"event",NA,1562,1407
5939,82657,"bounds",NA,3827,-75
5964,82701,"event",NA,2662,317
5964,82701,"bounds",NA,3462,62
5965,82702,"event",NA,877,262
5965,82702,"bounds",NA,1222,22
5983,82722,"event",NA,6000,2182
5983,82722,"bounds",NA,6000,2702
5984,82723,"event",NA,1072,0
5984,82723,"bounds",NA,822,0
5984,82726,"event",NA,6000,1687
5984,82726,"bounds",NA,6000,2072
